,Number_of_Children,Number_of_Children_Spouse,Sex,Age,Age_at_Marriage,Age_of_Spouse,Age_at_Marriage_Spouse,Age_Difference,Number_of_Roles,Spouse_is_Celebrity,Distance,Divorced
14881,2.0,,0,30.0,28.0,,,,1,0,,0
14882,,,0,45.0,22.0,,,,1,0,,1
14883,,,0,49.0,40.0,,,,1,0,,0
14884,,,0,42.0,35.0,,,,1,0,,0
14885,,,0,59.0,41.0,,,,1,0,,1
14886,1.0,,0,36.0,34.0,,,,1,0,,0
14887,1.0,,0,62.0,40.0,,,,1,0,,0
14888,4.0,1.0,0,51.0,24.0,50.0,23.0,1.0,1,0,13.794312869915862,1
14889,1.0,,0,40.0,19.0,55.0,34.0,15.0,1,1,11509.29031207694,1
14890,2.0,,0,40.0,28.0,37.0,25.0,3.0,1,0,372.52222398090703,1
14891,2.0,,0,42.0,30.0,,,,1,0,,0
14892,,,0,62.0,27.0,,,,1,0,,1
14893,1.0,,0,54.0,40.0,,,,1,0,,0
14894,3.0,,0,51.0,28.0,,,,1,0,,0
14895,2.0,,0,36.0,26.0,,,,1,0,,0
14896,,,0,33.0,22.0,43.0,32.0,10.0,1,0,185.5489150322372,0
14897,2.0,,0,36.0,26.0,,,,1,0,,0
14898,,,0,42.0,31.0,,,,1,0,,1
14899,1.0,,0,31.0,29.0,,,,1,0,,0
14900,2.0,,0,35.0,25.0,,,,1,0,,0
14901,,,0,38.0,30.0,,,,1,0,,0
14902,2.0,,0,52.0,29.0,,,,1,0,,0
14903,,,0,43.0,31.0,38.0,26.0,5.0,1,0,979.6793847280344,1
14904,,,0,28.0,27.0,,,,1,0,,0
14905,1.0,,0,38.0,24.0,,,,1,0,,1
14906,3.0,,0,33.0,26.0,,,,1,0,,0
14907,2.0,,0,45.0,36.0,,,,1,0,,1
14908,,,0,37.0,32.0,,,,1,0,,0
14909,,,0,60.0,36.0,,,,1,0,,0
14910,3.0,,0,52.0,35.0,,,,1,0,,1
14911,,,0,33.0,29.0,,,,1,0,,0
14912,3.0,,0,40.0,30.0,,,,1,0,,1
14913,1.0,,0,47.0,27.0,,,,1,0,,0
14914,1.0,4.0,0,52.0,41.0,62.0,51.0,10.0,1,1,0.0,0
14915,2.0,,0,37.0,33.0,,,,1,0,,0
14916,,,0,,,,,,1,0,,0
14917,2.0,,0,68.0,27.0,,,,3,0,,0
14918,,,0,55.0,33.0,,,,1,0,,1
14919,1.0,,0,36.0,26.0,,,,1,0,,1
14920,1.0,,0,43.0,33.0,,,,1,0,,1
14921,1.0,,0,48.0,27.0,,,,1,0,,0
14922,1.0,,0,37.0,36.0,,,,1,0,,0
14923,,,0,43.0,32.0,,,,1,0,,0
14924,,,0,39.0,21.0,,,,1,0,,1
14925,1.0,,0,63.0,19.0,,,,1,0,,1
14926,,,0,32.0,29.0,,,,1,0,,0
14927,1.0,,0,34.0,27.0,,,,1,0,,0
14928,,,0,26.0,25.0,,,,1,0,,0
14929,,,0,37.0,22.0,,,,1,0,,0
14930,1.0,,0,45.0,30.0,,,,1,0,,0
14931,3.0,,0,34.0,22.0,,,,1,0,,1
14932,1.0,,0,68.0,25.0,,,,1,0,,1
14933,2.0,,0,39.0,29.0,,,,1,0,,1
14934,,,0,52.0,19.0,,,,1,0,,1
14935,3.0,,0,74.0,20.0,,,,1,0,,1
14936,1.0,,0,32.0,16.0,,,,1,0,,0
14937,1.0,,0,38.0,19.0,,,,1,0,,1
14938,1.0,,0,29.0,25.0,,,,1,0,,0
14939,2.0,,0,63.0,31.0,,,,1,0,,0
14940,1.0,,0,47.0,25.0,,,,1,0,,0
14941,2.0,,0,45.0,26.0,,,,1,0,,1
14942,,,0,34.0,27.0,,,,1,0,,1
14943,1.0,,0,28.0,23.0,,,,1,0,,0
14944,1.0,,0,60.0,,,,,1,0,,1
14945,,,0,42.0,31.0,,,,1,0,,0
14946,,,0,76.0,25.0,,,,1,0,,0
14947,1.0,,0,,,,,,1,0,,0
14948,,,0,31.0,25.0,,,,1,0,,0
14949,,,0,50.0,30.0,,,,1,0,,0
14950,1.0,,0,42.0,35.0,,,,1,0,,0
14951,2.0,,0,45.0,33.0,,,,1,0,,0
14952,3.0,3.0,0,40.0,32.0,42.0,34.0,2.0,1,0,0.0,0
14953,,,0,55.0,32.0,,,,1,0,,0
14954,,,0,57.0,42.0,,,,1,0,,1
14955,,,0,44.0,30.0,,,,1,0,,1
14956,1.0,,0,31.0,29.0,,,,1,0,,0
14957,2.0,,0,31.0,23.0,,,,1,0,,1
14958,2.0,,0,44.0,31.0,,,,1,0,,0
14959,1.0,1.0,0,48.0,36.0,40.0,28.0,8.0,1,0,195.43249350555973,0
14960,,,0,35.0,33.0,,,,1,0,,0
14961,,,0,34.0,32.0,,,,1,0,,0
14962,2.0,,0,46.0,19.0,,,,1,0,,1
14963,1.0,1.0,0,40.0,28.0,40.0,28.0,0.0,1,0,5568.558583531895,0
14964,,,0,48.0,47.0,,,,1,0,,0
14965,1.0,,0,49.0,20.0,,,,1,0,,1
14966,,,0,32.0,27.0,,,,1,0,,0
14967,,4.0,0,73.0,21.0,78.0,26.0,5.0,1,1,130.04799176525455,1
14968,2.0,,0,61.0,36.0,,,,1,0,,0
14969,,,0,36.0,33.0,,,,1,0,,0
14970,,,0,44.0,23.0,,,,1,0,,1
14971,4.0,,0,56.0,26.0,,,,1,0,,1
14972,,,0,44.0,36.0,,,,1,0,,0
14973,1.0,,0,36.0,32.0,,,,1,0,,0
14974,1.0,,0,40.0,24.0,,,,1,0,,0
14975,,,0,42.0,36.0,,,,1,0,,0
14976,,,0,35.0,32.0,,,,1,0,,0
14977,,,0,44.0,38.0,,,,1,0,,0
14978,2.0,2.0,0,47.0,35.0,46.0,34.0,1.0,1,0,12647.95783367508,0
14979,2.0,,0,39.0,34.0,,,,1,0,,0
14980,1.0,,0,42.0,30.0,,,,1,0,,1
14981,2.0,,0,62.0,21.0,,,,1,0,,1
14982,3.0,,0,51.0,34.0,,,,1,0,,1
14983,,,0,39.0,38.0,,,,1,0,,0
14984,,,0,,,,,,1,0,,0
14985,3.0,,0,36.0,28.0,,,,1,1,,0
14986,,2.0,0,48.0,28.0,49.0,29.0,1.0,1,0,9168.145915853183,1
14987,1.0,,0,48.0,29.0,,,,1,0,,0
14988,,,0,44.0,39.0,,,,1,0,,0
14989,2.0,,0,44.0,39.0,,,,1,0,,0
14990,,,0,52.0,31.0,,,,1,0,,1
14991,1.0,,0,47.0,20.0,,,,1,0,,1
14992,1.0,,0,47.0,34.0,,,,1,0,,0
14993,2.0,,0,51.0,23.0,,,,1,0,,1
14994,,,0,53.0,19.0,,,,1,0,,1
14995,,,0,39.0,35.0,,,,1,0,,1
14996,,,0,43.0,40.0,,,,1,0,,1
14997,2.0,,0,46.0,38.0,,,,1,0,,0
14998,,,0,46.0,41.0,,,,1,0,,0
14999,2.0,,0,43.0,23.0,,,,1,0,,1
15000,2.0,,0,45.0,,,,,1,0,,1
15001,1.0,,0,38.0,23.0,,,,1,0,,0
15002,,,0,50.0,22.0,55.0,27.0,5.0,1,0,0.0,0
15003,1.0,,0,33.0,21.0,,,,1,0,,0
15004,3.0,,0,41.0,22.0,,,,1,0,,1
15005,2.0,,0,33.0,26.0,,,,1,0,,0
15006,1.0,,0,26.0,23.0,,,,1,0,,0
15007,1.0,,0,50.0,23.0,,,,1,0,,1
15008,1.0,,0,35.0,31.0,,,,1,0,,0
15009,,,0,41.0,31.0,,,,1,0,,0
15010,2.0,,0,36.0,23.0,,,,1,0,,0
15011,1.0,,0,38.0,29.0,,,,1,0,,0
15012,,,0,34.0,30.0,,,,1,0,,0
15013,,,0,33.0,30.0,,,,1,0,,0
15014,1.0,,1,28.0,23.0,,,,3,0,,0
15015,1.0,,1,41.0,35.0,,,,3,0,,0
15016,2.0,2.0,1,41.0,37.0,38.0,34.0,3.0,3,0,37.21546129722949,0
15017,4.0,,1,55.0,23.0,,,,3,0,,1
15018,2.0,,1,51.0,22.0,,,,3,0,,0
15019,2.0,,1,44.0,29.0,,,,3,0,,1
15020,1.0,,1,42.0,23.0,,,,3,1,3692.0943010990127,1
15021,4.0,,1,97.0,26.0,,,,3,0,,1
15022,3.0,,1,42.0,28.0,,,,3,0,,1
15023,2.0,,1,53.0,23.0,,,,3,0,,0
15024,2.0,,1,47.0,30.0,,,,3,0,,0
15025,2.0,,1,72.0,59.0,,,,3,0,,0
15026,3.0,,1,45.0,22.0,,,,3,0,,0
15027,,,1,39.0,32.0,,,,3,0,,0
15028,,,1,41.0,33.0,,,,3,0,,0
15029,,,1,51.0,48.0,30.0,27.0,21.0,3,1,,0
15030,3.0,1.0,1,53.0,26.0,65.0,32.0,6.0,3,0,0.0,1
15031,1.0,1.0,1,41.0,36.0,31.0,26.0,10.0,4,1,5.994037752248824,0
15032,,1.0,1,34.0,33.0,30.0,29.0,4.0,3,1,8665.964837890522,1
15033,1.0,,1,68.0,21.0,,,,3,0,,1
15034,2.0,2.0,1,47.0,35.0,43.0,31.0,4.0,3,1,,0
15035,6.0,,1,82.0,24.0,,,,3,0,,1
15036,1.0,,1,45.0,26.0,,,,3,0,,1
15037,2.0,,1,51.0,34.0,,,,3,0,,0
15038,,,1,36.0,29.0,,,,3,0,,0
15039,4.0,,1,43.0,24.0,,,,3,0,,0
15040,,,1,38.0,26.0,,,,3,0,,0
15041,2.0,,1,46.0,34.0,,,,3,0,,0
15042,1.0,1.0,1,37.0,32.0,33.0,28.0,4.0,3,1,1315.8728642194378,0
15043,,,1,49.0,28.0,,,,3,0,,0
15044,2.0,,1,48.0,29.0,,,,3,0,,0
15045,,,1,50.0,38.0,,,,3,0,,0
15046,4.0,,1,45.0,22.0,,,,3,0,,0
15047,1.0,,1,32.0,23.0,,,,3,0,,1
15048,3.0,,1,43.0,24.0,,,,3,0,,1
15049,2.0,,1,39.0,35.0,,,,3,0,,0
15050,3.0,,1,,,,,,3,0,,0
15051,,,1,,,,,,3,1,556.9222391978583,1
15052,,,1,53.0,30.0,,,,3,0,,0
15053,,,1,46.0,36.0,,,,3,0,,0
15054,1.0,1.0,1,47.0,39.0,44.0,36.0,3.0,3,1,1013.0871411130692,1
15055,5.0,,1,70.0,35.0,,,,3,0,,1
15056,4.0,,1,49.0,27.0,,,,3,0,,0
15057,,,1,46.0,24.0,,,,3,0,,1
15058,,,1,53.0,49.0,,,,3,0,,0
15059,2.0,2.0,1,36.0,25.0,38.0,27.0,2.0,3,0,8748.430681088925,0
15060,2.0,,1,81.0,26.0,,,,3,0,,1
15061,2.0,2.0,1,51.0,31.0,52.0,32.0,1.0,3,1,608.8919422332282,0
15062,,,1,35.0,34.0,,,,3,0,,0
15063,,,1,70.0,40.0,,,,3,0,,1
15064,,,1,54.0,48.0,,,,3,0,,1
15065,2.0,,1,75.0,31.0,,,,3,0,,0
15066,,1.0,1,48.0,43.0,41.0,36.0,7.0,3,1,666.5130396830666,0
15067,,,1,34.0,29.0,34.0,29.0,0.0,3,0,533.7113123325533,1
15068,6.0,,1,74.0,33.0,,,,3,0,,1
15069,,,1,30.0,27.0,,,,3,0,,0
15070,,,1,47.0,27.0,,,,3,0,,1
15071,3.0,,1,46.0,26.0,,,,3,0,,0
15072,4.0,,1,72.0,54.0,,,,3,0,,1
15073,3.0,,1,74.0,36.0,63.0,25.0,11.0,3,0,1161.175646784478,1
15074,4.0,,1,71.0,40.0,,,,3,0,,1
15075,,,1,41.0,30.0,,,,3,1,31.99453560666231,1
15076,1.0,,1,34.0,27.0,,,,3,0,,0
15077,4.0,1.0,1,75.0,30.0,50.0,26.0,4.0,3,1,3958.0516466547047,1
15078,2.0,4.0,1,56.0,39.0,56.0,39.0,0.0,3,1,6986.287805728543,0
15079,2.0,,1,59.0,30.0,,,,3,0,,1
15080,,,1,36.0,29.0,,,,3,0,,0
15081,1.0,,1,46.0,30.0,,,,3,0,,0
15082,4.0,,1,62.0,26.0,,,,3,0,,1
15083,4.0,,1,66.0,33.0,,,,3,0,,1
15084,,,1,51.0,22.0,,,,3,0,,1
15085,,1.0,1,44.0,24.0,48.0,28.0,4.0,3,1,117.30781852547034,1
15086,1.0,1.0,1,40.0,36.0,29.0,25.0,11.0,3,0,7897.46409340782,0
15087,2.0,,1,42.0,27.0,,,,3,0,,0
15088,4.0,3.0,1,44.0,27.0,39.0,22.0,5.0,3,0,1927.390358555595,1
15089,,1.0,1,45.0,22.0,,,,3,0,278.22508009551456,1
15090,1.0,,1,56.0,29.0,,,,3,0,,0
15091,,,1,,,,,,3,0,,0
15092,3.0,,1,61.0,31.0,,,,3,0,,1
15093,1.0,1.0,1,44.0,27.0,39.0,22.0,5.0,3,0,,1
15094,2.0,,1,65.0,33.0,,,,3,0,,0
15095,2.0,,1,72.0,50.0,,,,3,0,,0
15096,3.0,,1,60.0,59.0,,,,3,0,,0
15097,3.0,,1,62.0,42.0,,,,3,0,,0
15098,3.0,3.0,1,79.0,22.0,77.0,20.0,2.0,3,0,0.0,1
15099,,,1,45.0,34.0,,,,3,0,,0
15100,2.0,,1,35.0,34.0,,,,3,0,,0
15101,1.0,,1,43.0,33.0,,,,3,0,,1
15102,2.0,,1,42.0,24.0,,,,3,0,,0
15103,,,1,31.0,26.0,,,,3,0,,0
15104,,,1,70.0,25.0,63.0,28.0,3.0,3,0,0.0,1
15105,4.0,,1,81.0,25.0,,,,3,0,,1
15106,2.0,,1,25.0,23.0,,,,3,0,,0
15107,1.0,,1,34.0,30.0,,,,3,0,,0
15108,2.0,,1,35.0,30.0,,,,3,0,,0
15109,2.0,,1,87.0,27.0,,,,3,0,,0
15110,3.0,,1,75.0,29.0,,,,3,0,,0
15111,1.0,1.0,1,51.0,42.0,,,,3,0,,0
15112,,,1,70.0,22.0,,,,3,0,,1
15113,3.0,,1,52.0,26.0,,,,3,0,,0
15114,4.0,,1,87.0,28.0,,,,3,0,,0
15115,3.0,,1,47.0,36.0,,,,3,0,,0
15116,2.0,,1,39.0,33.0,,,,3,0,,0
15117,5.0,,1,88.0,21.0,,,,3,0,,1
15118,2.0,,1,47.0,34.0,,,,3,0,,0
15119,,,1,47.0,44.0,,,,3,0,,1
15120,2.0,,1,48.0,32.0,,,,3,0,,0
15121,1.0,1.0,1,43.0,29.0,45.0,31.0,2.0,3,1,2261.11629939024,0
15122,1.0,1.0,1,45.0,41.0,45.0,41.0,0.0,3,0,280.38840325998467,0
15123,,,1,37.0,20.0,,,,3,0,,1
15124,2.0,,1,45.0,26.0,,,,3,0,,1
15125,,,1,49.0,39.0,39.0,29.0,10.0,3,1,2677.078141783245,1
15126,,,1,77.0,35.0,,,,3,0,,1
15127,2.0,,1,104.0,25.0,,,,3,0,,1
15128,1.0,1.0,1,50.0,39.0,50.0,39.0,0.0,3,0,6027.532338968233,0
15129,3.0,,1,78.0,23.0,,,,3,0,,1
15130,2.0,2.0,1,,,54.0,27.0,,3,1,5.2879980930167045,1
15131,,,1,38.0,34.0,39.0,35.0,1.0,3,0,965.7947715042748,0
15132,2.0,,1,63.0,27.0,,,,3,0,,1
15133,4.0,,1,52.0,32.0,,,,3,0,,1
15134,3.0,,1,40.0,29.0,,,,3,0,,1
15135,1.0,,1,62.0,31.0,,,,3,0,,0
15136,1.0,1.0,1,29.0,26.0,26.0,23.0,3.0,3,1,1062.6275919898944,0
15137,4.0,,1,51.0,34.0,,,,3,0,,0
15138,2.0,,1,54.0,26.0,,,,3,0,,1
15139,3.0,,1,71.0,27.0,,,,3,0,,0
15140,1.0,,1,47.0,46.0,,,,3,0,,0
15141,2.0,,1,82.0,,,,,3,0,,1
15142,5.0,,1,57.0,29.0,,,,3,0,,1
15143,1.0,,1,60.0,30.0,,,,3,0,,0
15144,,,1,38.0,34.0,,,,3,0,,0
15145,2.0,,1,66.0,26.0,,,,3,0,,0
15146,,,1,,,,,,3,0,,0
15147,2.0,,1,43.0,28.0,,,,3,0,,0
15148,,,1,24.0,22.0,,,,3,0,,0
15149,,,1,,,,,,3,0,,1
15150,,2.0,1,47.0,38.0,40.0,31.0,7.0,3,1,10.647284076387702,0
15151,,,1,,,,,,3,0,,0
15152,2.0,,1,56.0,26.0,,,,3,0,,0
15153,,,1,40.0,31.0,,,,3,0,,0
15154,1.0,,1,29.0,24.0,,,,3,0,,0
15155,2.0,2.0,1,47.0,35.0,52.0,40.0,5.0,3,1,5824.416026861827,0
15156,1.0,,1,,,32.0,29.0,,3,0,354.7874375678042,0
15157,2.0,,1,57.0,33.0,,,,3,0,,1
15158,1.0,,1,53.0,48.0,,,,3,0,,0
15159,1.0,,1,46.0,37.0,,,,3,0,,0
15160,1.0,,1,38.0,27.0,,,,3,0,,1
15161,,,1,50.0,26.0,,,,3,0,,1
15162,,,1,51.0,30.0,,,,3,0,,0
15163,,,1,30.0,24.0,,,,3,0,,0
15164,2.0,,1,61.0,25.0,,,,4,0,,0
15165,,,1,39.0,38.0,,,,3,0,,0
15166,,,1,45.0,42.0,,,,3,0,,0
15167,2.0,,1,48.0,26.0,,,,3,0,,0
15168,,,1,35.0,28.0,,,,3,0,,1
15169,,,1,28.0,27.0,,,,3,0,,0
15170,,,1,,,,,,3,0,,0
15171,2.0,,1,51.0,28.0,,,,3,0,,0
15172,2.0,,1,70.0,28.0,,,,3,0,,0
15173,,,1,66.0,43.0,,,,3,0,,0
15174,2.0,,1,63.0,30.0,,,,3,0,,0
15175,,,1,33.0,31.0,,,,3,0,,0
15176,3.0,,1,83.0,30.0,,,,3,0,,0
15177,1.0,1.0,1,40.0,27.0,40.0,27.0,0.0,3,1,116.23837355444888,0
15178,1.0,,1,42.0,24.0,,,,3,0,,1
15179,1.0,,1,39.0,35.0,,,,3,0,,0
15180,,,1,36.0,26.0,41.0,31.0,5.0,3,1,0.0,0
15181,,,1,62.0,19.0,,,,3,0,,0
15182,1.0,,1,29.0,27.0,,,,3,0,,0
15183,,,1,49.0,31.0,,,,4,0,,0
15184,,,1,51.0,46.0,54.0,49.0,3.0,3,0,0.0,0
15185,1.0,,1,40.0,34.0,,,,3,0,,0
15186,1.0,,1,48.0,20.0,,,,3,0,,1
15187,5.0,,1,80.0,22.0,,,,3,0,,1
15188,4.0,,1,63.0,22.0,,,,3,0,,0
15189,2.0,,1,49.0,24.0,,,,3,0,,0
15190,1.0,,1,53.0,52.0,,,,3,0,,0
15191,2.0,,1,37.0,29.0,,,,3,0,,0
15192,2.0,,1,42.0,40.0,,,,3,0,,0
15193,3.0,3.0,1,50.0,32.0,43.0,25.0,7.0,3,0,0.0,0
15194,,,1,43.0,39.0,,,,3,0,,0
15195,,,1,62.0,29.0,,,,3,0,,0
15196,2.0,,1,50.0,39.0,,,,3,0,,0
15197,2.0,1.0,1,39.0,28.0,35.0,24.0,4.0,3,1,1510.907506848415,0
15198,,,1,49.0,47.0,,,,3,0,,0
15199,,,1,41.0,36.0,,,,3,0,,0
15200,,,1,42.0,40.0,35.0,33.0,7.0,3,0,1562.9169728887134,0
15201,1.0,1.0,1,39.0,36.0,29.0,26.0,10.0,3,0,880.0930888192987,0
15202,,,1,49.0,29.0,,,,3,0,,1
15203,1.0,1.0,1,38.0,34.0,34.0,30.0,4.0,3,0,40.047343798910205,0
15204,,,1,37.0,31.0,41.0,35.0,4.0,3,1,1550.2752255287096,0
15205,2.0,,1,58.0,50.0,,,,3,0,,0
15206,1.0,,1,49.0,33.0,48.0,32.0,1.0,3,0,30.21780029616237,1
15207,,,1,47.0,42.0,,,,3,0,,0
15208,2.0,2.0,1,51.0,44.0,45.0,38.0,6.0,3,0,145.2881545390209,0
15209,,,1,53.0,29.0,,,,3,0,,1
15210,,,1,41.0,29.0,,,,3,0,,1
15211,2.0,,1,47.0,28.0,,,,3,0,,0
15212,,,1,37.0,34.0,,,,3,0,,0
15213,1.0,1.0,1,35.0,32.0,32.0,29.0,3.0,3,0,28.867238022210987,0
15214,2.0,2.0,1,50.0,28.0,50.0,28.0,0.0,3,0,46.48162483743169,0
15215,,,1,30.0,28.0,27.0,25.0,3.0,3,0,391.08589034711054,0
15216,1.0,,1,40.0,37.0,,,,3,0,,0
15217,1.0,1.0,1,49.0,37.0,43.0,31.0,6.0,3,0,208.4690558482112,0
15218,3.0,3.0,1,38.0,28.0,37.0,27.0,1.0,3,0,,0
15219,1.0,1.0,1,45.0,39.0,44.0,38.0,1.0,3,0,250.72828744483067,0
15220,,,1,26.0,25.0,,,,3,0,,0
15221,1.0,,1,40.0,34.0,,,,3,0,,0
15222,5.0,,1,48.0,28.0,,,,3,0,,0
15223,1.0,,1,70.0,29.0,,,,3,0,,0
15224,1.0,,1,73.0,24.0,,,,3,0,,0
15225,,,1,34.0,33.0,,,,3,0,,0
15226,4.0,,1,64.0,58.0,,,,3,0,,0
15227,1.0,,1,42.0,27.0,,,,3,0,,0
15228,4.0,,1,52.0,24.0,,,,3,0,,1
15229,3.0,3.0,1,41.0,34.0,32.0,25.0,9.0,3,1,254.02384258030295,0
15230,,,1,35.0,34.0,,,,3,0,,0
15231,4.0,,1,78.0,25.0,,,,3,0,,0
15232,,,1,40.0,22.0,,,,3,0,,1
15233,,,1,38.0,31.0,,,,3,0,,0
15234,,,1,37.0,36.0,,,,3,0,,0
15235,,,1,,,28.0,21.0,,3,0,,0
15236,4.0,,1,,,,,,3,0,,0
15237,1.0,,1,44.0,23.0,,,,3,0,,0
15238,1.0,,1,42.0,32.0,,,,3,0,,1
15239,,,1,40.0,32.0,,,,3,0,,0
15240,,1.0,1,41.0,23.0,37.0,19.0,4.0,3,0,305.0718602270506,1
15241,,,1,75.0,58.0,63.0,46.0,12.0,3,0,3576.8958676522398,0
15242,1.0,,1,42.0,34.0,,,,3,0,,0
15243,,,1,40.0,,,,,3,0,,1
15244,1.0,,1,78.0,24.0,,,,3,0,,0
15245,2.0,3.0,1,56.0,27.0,74.0,45.0,18.0,3,1,1557.3623470462812,1
15246,1.0,,1,38.0,31.0,,,,3,0,,1
15247,2.0,,1,49.0,34.0,,,,3,0,,0
15248,4.0,,1,51.0,40.0,,,,3,0,,0
15249,,,1,38.0,29.0,,,,3,0,,1
15250,2.0,,1,45.0,34.0,,,,3,0,,0
15251,4.0,,1,68.0,23.0,,,,3,0,,1
15252,1.0,,1,50.0,43.0,,,,3,0,,0
15253,,,1,42.0,34.0,,,,3,0,,0
15254,1.0,,1,38.0,35.0,,,,3,0,,0
15255,2.0,,1,42.0,28.0,,,,3,0,,0
15256,,,1,67.0,36.0,,,,3,0,,1
15257,3.0,3.0,1,42.0,34.0,40.0,32.0,2.0,3,0,0.0,0
15258,1.0,,1,40.0,29.0,,,,3,0,,0
15259,2.0,,1,53.0,39.0,,,,3,0,,0
15260,,,1,40.0,34.0,,,,3,0,,0
15261,,,1,42.0,41.0,,,,3,0,,0
15262,,,1,43.0,25.0,,,,3,0,,1
15263,2.0,2.0,1,42.0,27.0,47.0,32.0,5.0,3,0,492.7665754720808,0
15264,1.0,,1,61.0,27.0,,,,3,0,,0
15265,2.0,,1,42.0,30.0,,,,3,0,,0
15266,1.0,,1,45.0,39.0,,,,3,0,,0
15267,,,1,50.0,31.0,52.0,33.0,2.0,3,0,19.51907784338375,1
15268,1.0,,1,39.0,30.0,,,,3,0,,0
15269,,,1,33.0,31.0,34.0,32.0,1.0,3,1,195.43249350555973,0
15270,,,1,33.0,32.0,43.0,42.0,10.0,3,0,11066.373127483635,0
15271,1.0,,1,51.0,38.0,,,,3,0,,1
15272,1.0,,1,51.0,25.0,45.0,19.0,6.0,3,1,195.43249350555973,1
15273,3.0,,1,44.0,39.0,,,,3,0,,1
15274,1.0,,1,41.0,24.0,,,,3,0,,1
15275,4.0,,1,69.0,29.0,,,,3,0,,0
15276,3.0,,1,77.0,32.0,,,,3,0,,1
15277,4.0,,1,78.0,26.0,,,,3,0,,1
15278,2.0,3.0,1,37.0,33.0,36.0,32.0,1.0,3,0,1029.5199237038128,0
15279,2.0,,1,44.0,,,,,3,0,,1
15280,1.0,,1,47.0,37.0,,,,3,0,,0
15281,2.0,,1,56.0,30.0,,,,3,0,,0
15282,,,1,43.0,40.0,35.0,32.0,8.0,3,0,57.0448704682255,1
15283,,,1,42.0,40.0,39.0,37.0,3.0,3,0,4.615163970940157,0
15284,1.0,,1,28.0,27.0,,,,3,0,,0
15285,3.0,3.0,1,44.0,36.0,30.0,22.0,14.0,4,0,18.57798702178261,1
15286,1.0,,1,42.0,34.0,36.0,28.0,6.0,3,0,136.69180238336034,0
15287,3.0,,1,63.0,50.0,,,,3,0,,0
15288,1.0,,1,36.0,29.0,,,,3,0,,1
15289,,,1,38.0,34.0,,,,3,0,,0
15290,3.0,,1,64.0,30.0,,,,3,0,,0
15291,1.0,,1,42.0,37.0,,,,3,0,,0
15292,3.0,,1,65.0,30.0,,,,4,0,,1
15293,2.0,2.0,1,49.0,31.0,54.0,36.0,5.0,3,0,0.0,0
15294,,,1,36.0,30.0,,,,3,0,,0
15295,,,1,51.0,35.0,,,,3,0,,0
15296,2.0,,1,61.0,19.0,,,,3,0,,1
15297,1.0,,1,47.0,32.0,,,,3,0,,1
15298,,,1,55.0,35.0,,,,3,0,,0
15299,4.0,,1,61.0,28.0,,,,4,0,,0
15300,1.0,2.0,1,53.0,36.0,46.0,29.0,7.0,3,0,1887.0089468801295,1
15301,,,1,62.0,25.0,,,,3,0,,0
15302,2.0,,1,55.0,29.0,,,,3,0,,0
15303,4.0,2.0,1,62.0,39.0,55.0,32.0,7.0,3,1,0.0,1
15304,2.0,,1,43.0,36.0,,,,3,0,,0
15305,2.0,,1,42.0,35.0,,,,3,0,,0
15306,1.0,1.0,1,36.0,31.0,33.0,28.0,3.0,3,0,327.4516053014198,0
15307,1.0,,1,43.0,28.0,,,,3,0,,1
15308,,,1,40.0,32.0,,,,3,0,,1
15309,,,1,49.0,40.0,39.0,30.0,10.0,3,0,349.36514897683554,0
15310,3.0,,1,50.0,36.0,,,,3,0,,0
15311,2.0,,1,53.0,38.0,,,,3,0,,1
15312,1.0,,1,51.0,44.0,,,,3,0,,0
15313,,,1,25.0,22.0,,,,3,0,,0
15314,1.0,,1,42.0,18.0,,,,3,0,,1
15315,2.0,2.0,1,57.0,24.0,58.0,25.0,1.0,3,1,0.0,1
15316,1.0,2.0,1,68.0,36.0,51.0,19.0,17.0,3,1,515.0487907958571,1
15317,5.0,,1,66.0,32.0,,,,3,0,,0
15318,2.0,,1,42.0,29.0,,,,3,0,,1
15319,,,1,38.0,36.0,,,,3,0,,0
15320,2.0,,1,39.0,31.0,,,,3,0,,0
15321,2.0,,1,29.0,28.0,,,,3,0,,0
15322,6.0,,1,41.0,32.0,,,,3,0,,0
15323,2.0,,0,88.0,25.0,,,,2,0,,1
15324,,,0,62.0,29.0,,,,2,0,,0
15325,,4.0,0,,,71.0,56.0,,2,1,,0
15326,,,0,74.0,23.0,86.0,29.0,6.0,2,0,1080.8022815544978,0
15327,1.0,,0,48.0,40.0,,,,2,0,,1
15328,,,0,81.0,20.0,,,,2,0,,1
15329,2.0,2.0,0,53.0,29.0,,,,2,0,552.4943601251337,0
15330,4.0,,0,34.0,23.0,,,,2,0,,0
15331,1.0,1.0,0,,,58.0,33.0,,2,1,,0
15332,3.0,3.0,0,90.0,24.0,87.0,21.0,3.0,2,1,0.0,0
15333,,,0,76.0,59.0,,,,2,0,,0
15334,,5.0,0,73.0,46.0,68.0,41.0,5.0,2,0,5018.109782223081,1
15335,,,0,72.0,19.0,,,,2,0,,1
15336,2.0,,0,61.0,28.0,,,,2,0,,0
15337,,,0,43.0,36.0,,,,3,0,,0
15338,1.0,,0,66.0,20.0,,,,2,0,,0
15339,1.0,1.0,0,44.0,36.0,,,,2,0,1667.3821321194737,0
15340,2.0,,0,48.0,27.0,,,,2,0,,1
15341,1.0,,0,52.0,34.0,,,,2,0,,0
15342,3.0,,0,90.0,22.0,,,,2,0,,1
